text,expected,predicted
"хорошо дела в мск обстоят однако, у нас в городе по моим наблюдениям новых девушек до 30 лет все-то зарегистрировалось человек 20 за полгода...
",0.0,0.0
"Почему в вашем загончике все игры про хохлов? Я уже видел тут вебемки про локтар хохла, и прочее.
",1.0,1.0
"Просто потому что 11.99 лучше чем 12. Маркетинг.... А когда суммировать начинают покупки , копейки превращаются в рубли
",0.0,0.0
"Блин, по соулсам мне все лень закрыть ачивки в ремастереде и в SotFS. Причем в последнем только все заклинания осталось собрать, а это нг ! Ещё 2,5 раза надо пройти. В обычных версиях закрыты все. Ну зачем ты мне напомнил?(
",0.0,0.0
"Так СПб это СПб Зарплаты бюджетников там и правда ниже, при чем в разы Просто от того что городской бюджет много меньше, а расходы на образования одна из основных статей Так как в Москве пирог сильно больше даже после череды распилов учителям переподает сильно больше)
",0.0,0.0
"Это тот случай, когда вживую всё как на промо ) Приблизительно 6 тысяч (фигурка доставка EMS из Японии). Оплата в йенах, поэтому точнее не скажешь )
",0.0,0.0
"От неё и не собираются отказываться, видимо, я некорректно выразилась. Она видоизменена, просто для вышеназванных категорий детей осуществляется не инклюзивная, а коррекционная работа в отдельных классах и школах. В начале, как и у нас, всех пытались запихнуть исключительно в инклюзию, однако с годами это видоизменилось",0.0,0.0
"Израиль экспортирует в США телефоны и видеокарты? :-) что касается овощей - я выше просил достоверные цифры структуры израильского экспорта, чтобы предметно обсудить. Пока никто не предоставил.
",0.0,0.0
"Ничтожны тут только твои тупые поцты.
",1.0,1.0
"Два дня прошло, а я так и не понял вернулись мы с состав Союза или нет...
",0.0,0.0
"Но не так охотно идут на контакт)
",0.0,0.0
"А как разделить одно нарушение от двух разных ? Если я еду по трассе 120 при разрешенных 60, протяженность трассы 500 км. Сколько раз меня можно оштрафовать? Начинается ли новое нарушение с каждого нового светофора? А с правами? Начинается ли новое нарушение с момента предыдущей остановки сотрудниками ДПС?
",0.0,0.0
"Только потом здоровье о себе напомнит... Почему - то...
",0.0,0.0
"Сознательно отказаться от алкоголя отказаться нельзя. Это факт. просто иногда бывают дела интереснее алкоголя
",0.0,0.0
"Вот бы мне няшная тяночка или трапик в рот насрали...
",1.0,1.0
"Проблема в том, что маленький ребенок, иной раз чуть ли не до шести-семи лет, в запале просто упускает момент, когда надо попроситься в туалет. Поэтому не вижу ничего криминального в том, чтобы надевать на ребенка подгузник при походе в такие места.
",0.0,0.0
"я просто выебал слишком много толстых ёбнутых баб и это наполнило мою душу скорбью. как вкатиться в нормис-тян с норам фигурой теперь
",1.0,0.0
Идентифицируют правильно,0.0,0.0
"На крайняк есть пластиковые и бамбуковые салфетки. Но за счёт такой конструкции - он легче, и мыть легче.
",0.0,0.0
Шовинистические пидораны,1.0,1.0
"Практически нет. Только турки, которые хотят сэкономить
",0.0,0.0
"Не пытайся меня понять. Не напрягай свои зачатки интеллекта.
",1.0,0.0
"Заведующим отделения для безмозглых влагалищ в ПНД.
",1.0,1.0
"Много чего. Что-то по мелочи, что-то более крупное. Совсем столпы Лора не трогали, конечно. Но по мелочи го-го изменений.
",0.0,0.0
"Аааааа, почему они не дают мне убивать инакомыслящих, отрезать головы неверным, почему?!
",1.0,1.0
"Вся соль в деталях, чтобы людям хотелось рассматривать работу
",0.0,0.0
"машинки прям мечта детства, супер
",0.0,0.0
"посольство России в Праге сдает в аренду после новостей о посольстве пидорашек в аргентине, которая возит кокс на борту самолета директора фсб... ну вы понели
",1.0,0.0
"Т.е. приветствовали нарушение установленных показателей по производству, добыче и т.п.? откуда брали сырье для сверхплановой продукции? Институт госплана работал годами, учитывая все нюансы производств, делали планы, а все их нарушали и за это еще и получали поощрения? я пытаюсь просто понять смысл.Ну сделал ты миллион лишних гаек - зачем и кому они нужны, их некуда девать, их использование не запланировано. Но ты передовик и слава тебе? быстрее работаешь, хорошо. Нарушаешь регламент производства, наверняка ТБ. зачем?
",0.0,1.0
"Вы платите 270 деревянных за 5гь и 400 минут?
",0.0,0.0
"Мои клиенты в обязательном порядке подписывают отказ от конкуренции минимум на два года. Это мировая практика. Я дорожу много летней репутацией и принимаю все меры, чтобы соблюсти интересы покупателей..
",0.0,0.0
"Блин, похоже старческий маразм начался, совсем забыл(
",1.0,0.0
"Ну теперь машины будут газовать круглые сутки, это наверное лучше...
",0.0,0.0
"можно... даже знаю пример... но дети не обязательно выходят оттуда со знаниями несмотря на реально сильных педагогов...в таких школах учатся мажоры а им зачастую хуй класть на образование
",0.0,0.0
"Даже у молотка из ФиксПрайса есть шансы. Я, поломав ручку, сам боёк оставил. Потом поломал молоток уже вполне обычного вида, заменив который на фомку, таки вытащил тот гвоздь из бетона.
",0.0,0.0
"Похуй не может быть мучительно. Похуй всегда похуй
",1.0,1.0
"Мы откатали неделю по Испании. В магазах пиво по 0.33, на кассах не видел, чтобы кто-то покупал. Вино покупают. В рестиках сидели местные, ВСЕ пили вино, я бокал пива выпил и тоже заказали вина бутылку... Бывали в пиццериях местных (совсем уж спальных районах), там пили пиво. Ром в магазе находили тяжелее, чем вино, да и как-то по качеству не понравился, ушел в унитаз (какой уже не вспомню). Поэтому сделал вывод, что стоит пить вино там. где оно хорошее )
",0.0,0.0
"Нетематика же. Какое отношение к велодоске имеет пиар рандомной вниманиебляди с просторов интернета?
",0.0,0.0
"У вас проблема - вашу баранью упёртось тут никто не понимает. Может надо перестать выебыватся и сделать так, как тут принято, или найти такой сайт, где вас поймут?-)
",1.0,0.0
"Ватники продолжают экранизировать совковые сказки.
",1.0,1.0
"Так Абу для того и держит алкочатик с несколькими больными ублюдками. Они там все сдиванонеы давно и у них с мочером уговор - они иногда вылазят что-то невнятно пукать про хохлов, а взамен они могут автаркофажить и вниманиеблядствовать в своем загоне. Абу же может смело рапортовать майору о наличии подпивасных патриотов на доске. Сосач патриотический, ну не надо бутылку, ну товарщи майор.
",1.0,0.0
". changename без точки Ну и регу надо пройти для доступа к таким фишкам Для регистрации на дваче нужно отправить сообщение с темой регистрация. В сообщении нужно указать ваши фамилию, имя и e-mail. К сообщению следует приложить вашу фотографию. Благодаря наличию регистрация в теме сообщения, это сообщение будет видно только вам и администрации проекта. В ближайшее время администрация проекта свяжется с вами по указанному e-mailу и сообщит вам логин и пароль. Преимущества регистрации: Доступ к скрытому VIP-разделу и голосованиям. Личная фотогалерея на 1 гигабайт. Возможность просматривать e-mail-ы и ip-адреса других пользователей.
",1.0,0.0
"Нафига три релюхи напряжения, когда можно одну трёхфазную? И вводной рубильник на 6 модульных мест - это что за гигант? Пакетник? Для дома хватит и на три места.
",0.0,0.0
"На бонге хоть подрочить есть на что.
",0.0,0.0
"интересно, у тебя отсутствует эмпатия к убитым мирным жителям донбасса потому что тебя таким воспитали или ты просто говнюк от рождения?
",0.0,1.0
"Для любителей жанра неплохой фильм. Я бы оценил на 7 из 10. Единственно, учитывая очевидное ограничение по возрасту, наличие в фильме трех молодых извращенок предполагало что -то соответственное, какие-то сцены ню, бисекса, что выглядело бы естественно в этом сюжете, но которых нет в фильме вообще. Ну и крови можно было бы побольше. Про концовку не соглашусь что после нее пустота, концовка как раз удачная и ставит все на свои места, и объясняет всю завязку которую не понимаешь весь фильм.
",0.0,0.0
"это королевская битва, батр рояр. Годный фильм. Откуда жанр в играх и пошел.
",0.0,0.0
"Никогда и не было. Техника сложная не имеет никакого возврата в течении 14 дней, перечень технически сложных товаров. Только в случае интернет магазина без вариантов осмотреть итд.
",0.0,0.0
"То не число пи, а какой-то азиатский иероглиф, типа чаевые. Внизу цифра больше, чем выше, значит чаевые это процент. Все нормально. И вообще тут возможно округлено для упрощения оплаты. Или хотите мелочью оплатить?
",0.0,0.0
"Вертикальный мне кажется самый не практичный. Так как сопротивление ветру максимальное. ну и Котик может с края сетки чуть прыгнуть и зацепится коготками за край и перелезть. А вот тросы наверно буду делать. Как страховка на всякий случай.
",0.0,0.0
"Думаю, ради перестраховки сказали
",0.0,0.0
"Ну вот ни разу не было проблем с зеленым банком, ни с кредитами, ни с дебетовыми картами, 3-4 дня и готова. Может в СПб они как-то иначе работают?
",0.0,0.0
"Согласно концепци, это с ним лучается регулярно, а первый раз даже описан в автобиографии: Из автобиографии: гопак у самотн стi Когда меня отчислили из института, и не дали , защитить диплом, это была трагедия. Родители нашли меня в тени акаций и настурций всего в слезах и страдающего диареей. Именно тогда я не только впервые сформулировал, но и применил на практике, концепцию самообсираемых кальсон.",0.0,0.0
"Написано, что утилизируют. Но как я понимаю, работники почты просто заберут себе.
",0.0,0.0
"Держись и правильно советуют если есть возможность надо облегчить страдания и отпустить. Я в свое время не смог. Возил на капельницы, после них становилось лучше, а потом ночью рецедив... До сих пор вспоминаю как в последний день выпустил его на снег на улице. Трус был и любознательный, 16 лет были вместе с моих 12.
",0.0,0.0
"В 90-е подворачивали чаще из-за излишней длины штанин на вырост. Пережиток еще 80-х
",0.0,0.0
"Мне больше всего из этой серии понравилась Цена Чести. Жаль, что в сети нет полной версии.
",0.0,0.0
"ну не знаю, 7 мм, может и небольшой, мне хватило.
",0.0,0.0
"Чё там? Опять трупами завалили, героев небыло, платить и каяться?
",1.0,0.0
"Пересекаясь с Якутией, набутылочная русня выйдет на бугурт?
",1.0,1.0
"Полностью согласен, собственно часто это единственный вариант несъемной конструкции. Кстати сюда же вопрос об имплантации при диабете (тоже момент дискутабельный)
",0.0,0.0
"Спокойным и положительным бабам нужен адреналин,поэтому они выбирают орангутангов,потому как они же сильные и безбашенные,и смогут защитить потомство,это на уровне инстинктов,но когда он её начинает пиздить почем зря,тогда она начинает понимать,да и то не всегда,бьет значит любит.. В борьбе разума и инстинктов побеждает...
",1.0,1.0
"Год, вес, размер, сплав, описание изображения.
",0.0,0.0
"Насколько знаю, гемоглобин координирует кислород для переноса именно в ткани. То есть гемоглобин нужен для прохождения клеточной мембраны. А для того что-бы растворить в крови какой-либо газ, никакой дополнительный гемоглобин не нужен.
",0.0,0.0
"Ну вот выборы примерно так же работают
",0.0,0.0
"Забавно наблюдать за стадией отрицания Это может быть фейковая новость
",0.0,0.0
"Сейчас на твиче банят даже за слова пидарас так как гомофобия, возможно впопич ввиду своей тупости не ознакомился с новыми правилами твича.
",1.0,0.0
"Вот, кстати, для пешеходных прогулок Минск хорош только когда тепло. Точно не в декабре)
",0.0,0.0
"Стрим 09.02.2019, некоторые интересные моменты 1. Начало стрима 5.00 2. Я куколка 3. Встаёт, показывает лук 7.10 4. Пыталась поиграть в доту, но не смогла. Не понравилось. 7.48 5. Поддерживает новые толерантные игры в которых есть персонажи геи 9.20 6. Вчера не ходила в качалку. 7. Про гендеры, их больше чем два. Карина это поддерживает. 12.35 8. У меня нет друзей чтобы играть в командные игры 15.10 9. Скоро останутся только вк и ок 18.00 10. Про фильм Девочка , хочет посмотреть его 19.25 11. Включила роли по фильму Алита 23.00-27.42 12. Обнимашки от Карины (реакция на донат) 30.15 13. Про Корею, фильм В лучах солнца , политику, Китай 37.40 14. Думает сделать как-нибудь макияж на стриме 38.15 15. Про Париж, думает куда бы хотела сходить 41.40 16. Билет в кино стоит 15-20 евро 45.20 17. Показывает платье во весь рост 46.05 18. Говорит по японски 48.55 19. Карина очень давно отбеливала зубы, но особого результата не было 50.00 20. История про то как ходила в 24 часовой магазин, чуть не сбила машина. Потом за это отругала мама 54.35 21. До меня никто не доёбывался, кроме фанатов 58.50 22. Думала купить травмат 59.45 23. Не может покупать дорогие вещи, какой-то барьер 1.00.40 24. Про бренды, удобную обувь 1.01.20 25. Встала, показывает свои розовые кросы Вансы 1.04.35 26. Самая дорога вещь которую купила - пуховик зеленый за 150-200 баксов 1.05.30 27. Как ты ухаживаешь за волосами? 1.08.55 28. Встала, ушла за кроссами Buffalo, принесла и надела на ногу 1.09.50 29. Про доставку еды в Леньяно 1.12.40 30. Про такси и поездку в нём с итпедиа 1.15.00 31. Вопрос про стримы 2015-2016. Карина не ностальгирует по ним 1.22.00 32. Хейт-донат про межнациональные браки. Карина поддерживает таки отношения 1.22.58 33. Про коммунизм 1.30.25 34. Проходила психологический тест, Карине в душе 68 лет 1.41.04 35. Возможно у меня сбитая биологическая прошивка (про то что не хочет детей заводить) 1.44.00 36. Про садик 1.50.40 37. Про школу и туалеты 1.52.00 38. Про игру метро 1.58.55 39. Игры надоели 2.01.00 40. Включила ролик со штукой которую хотела бы себе, для записи музыки, опи-1. Смотрит сколько эта штука стоит. 2.03.47 41. Включила видео с Алитой 1.08.00-1.10.05 42. Говорит что новый микрофон нравится больше (он изолирует звук, подавляет шумы) 2.12.00 43. Хочет поиграть на следующем стриме в Hearthstone 2.14.25 44. Ест червячка-желейку 2.21.30 45. Про аниме 2.22.50 46. Включила OST из аниме GTO (Great Teacher Onizuka) Opening 2 2.24.00 47. Кариан про аниме Эльфийская песня . Плакала когда смотрела. Это шедевр. 2.31.30 48. Карина задумалась. 2.37.00 49. Говорит по итальянски 50. Думает что желудок стал ещё меньше после болезни 2.48.00 51. Играет трек который постоянно включают в качалке куда ходит Карина 2.49.30 52. Подготовка к стриму уходит 40 минут (косметика и т.д.) 2.52.40 53. Про Ларина 2.54.00 54. Заменила бы себе тело на кибертело 2.57.50 55. Про вред наркотиков 3.00.00 56. Про бухло, курево, травку 3.08.00 57. Нашла трек со старого стрима, который просили найти в донате KING PLAGUE - Ave Plague 2.25.00",1.0,0.0
"Бред, в том что берется не разъем, который стоит около ста рублей, в который не разу не герметичненько вбиваются провода, а пара пассивных инжекторов за двести, хвостик которого у Вас и подгнил, и один из них запаивается в корпусе камеры, а то что Вы сделали типичный тяп-ляп, про три рубля-обычный фразелогизм
",0.0,0.0
"Я не рискнул, вдруг там тоже вакансии
",0.0,0.0
"Хз если честно, как по мне он очень много воды льёт, очень мало конкретики и очень большие скачки во времени. Как историки мне больше нравится Жуков, Соколовский, Фурсов. Это из профессиональных. Из науч-поперов ютубовских тот же Нестор поинтереснее будет ибо делает ставку на содержание и суть, а не на объяснение каких-то культурных особенностей отдельно взятого региона.
",0.0,0.0
"Кому как и мне интересно : сурьма это такой металл,его добывают в кристаллах и плавят чтобы добавить в соединения к другим металлам.Вот на картинке показано как это делают.
",0.0,0.0
", тут ЦА моего поста негодует больно. Задел видать.
",1.0,1.0
"Согласен на 100 , но как по мне вариант одеть свитер, куртку и прочее с длинным рукавом должен быть без снятия часов) А тут кожа с подкладом дала 4 - 4.5 мм, ремень 3 мм, плюс часы от 6 до 13 мм и получается бутерброд толщиной от 14 до 20 мм в районе часов и 7 - 8 мм по браслету.
",0.0,0.0
"Бля, ну ты же не стесняешься своего существования, хоть и мамаша твоя шлюха, и родился ты от семени хача, который купил её за 200 рублей Пишешь откровенную хуйню на борде, упрекаешь собеседника в говноедстве ничем не аргументируя при этом и делишь всех на какие то ебанутые поколения. Как там, занбись в черно белом мирке, где очень просто и хорошо жить, делая всех на группы и мазать всех краской в зависимости от вкусов? если ты не с нами, значит ты против нас. Если это задача, то она так легка, если это проблема, то она так мелкая, только дети минут выбивают дверь, не видя на ней замка
",1.0,1.0
"Это ты пишешь как житель тех мест или просто как хуйло пиздлявое?
",1.0,1.0
"Трудоустраивало. Лучших русских студентов отправляли лизать очко трюкачам и ебалтам. Самых парашных их студентов отправляли работать с русскими. 100 смертность у трюкачей-хирургов в РСФСР например. Такая-то 100 занятость. И они ещё китчатся потомственными родами. Первая операция в мире проведена в СССР отрядом 731 . Иногда распределяли просто красивых русских баб, при этом по дебилизатору постоянно шла реклама того, какие трюкачи горячие, богатые и отходчивые. Сколько дурочек в землю легло сразу, а сколько ещё пожило рабынями в трюкачёвских хозяйствах и сдохло от тёщиных пиздюлей. Почему рабыня изаура была популярнейшим сериалом, много популярнее сантыбарбары? Такие-то великие социальные завоевания.
",1.0,0.0
"pЕНo, штaт Невaдa. Бoльшинcтву пoдpocткoв из Невaды будет paзpешенo вoдить мaшину пo зaкoнoпpoекту, кoтopый будет paccмoтpен в зaкoнoдaтельнoм opгaне штaтa Невaдa. Зaкoнoпpoект accaмблеи 213 нaпpaвлен нa pacшиpение cущеcтвующегo гocудapcтвеннoгo зaкoнa, и пoзвoлит cельcким жителям в вoзpacте oт 14 лет caмocтoятельнo ездить в шкoлу в небoльших гopoдaх и oкpугaх, где не хoдят шкoльные aвтoбуcы. Этa меpa, пoддеpжaннaя депутaтoм accaмблеи aлекcиcoм Хaнcенoм, пpедocтaвит эту пpивилегию учaщимcя, незaвиcимo oт тoгo, где нaхoдитcя их шкoлa. Этo oзнaчaет, чтo 14-летние дети мoгут вcкopе ездить в шкoлы, кoтopые не пpедocтaвляют aвтoбуcы ученикaм, дaже в тaких кpупных oкpугaх, кaк Уoшo и Клapк. Вoдители штaтa Невaдa уже мoгут пoлучить пpaвa учaщегocя в вoзpacте 15,5 лет, пpи уcлoвии, чтo oни везут c coбoй пaccaжиpa, кoтopoму иcпoлнилcя 21 гoд и у негo oпыт вoждения не менее гoдa. Невaдa - oдин из немнoгих штaтoв, ктo paзpешaет вoдителям пoлучaть paзpешения для учaщихcя в вoзpacте дo 15 лет. Южнaя Дaкoтa выдaет учaщимcя в вoзpacте 14 лет oгpaниченные пpaвa в вoзpacте 14,5 лет.
",0.0,0.0
"Вы привели достаточно аргументов чтобы их не просто выгнать а показательно расстрелять около подъезда. Мне более нечего вам возразить. Я не могу оперировать ценностями вашего убого эгоистичного НЕДОразума.
",1.0,0.0
"Я вон черепахам установил аквариум на 450 литров) Большой объем, а места мало
",0.0,0.0
"Ключ от подъездного щитка был у соседа А дом 33го года постройки, тут такое накручено, страх. Например, обрезок канализационной трубы туалета соседей сверху торчит в потолке нашей ванны, а вода по нашему стояку и стояку соседей перекрывается исключительно в подполе нашей квартиры... Куча проводов протянута по фасаду дома пучком. Весело, в общем. Прошло всего 8 месяцев, помню ещё неплохо) и какие-то детали потом объяснил свекр, когда исправлял за деятелем
",0.0,0.0
"Вот вроде слова знакомые...) Я так понял, гештальт-терапия доступная обывателю неэффективна . Если я упомяну об этом в споре, меня спросят почему . Ну, потому что нерезультативна, и сами терапевты странно относятся к границам и нарушают их. Я правильно понимаю, что эта концепция просто не работает в силу особенностей нашего менталитета?
",0.0,0.0
"не знаю за что тебя минусят, в целом любые крайности всегда не так хорошо - что полная свобода слова, что полная цензура тебя вот минусят, а когда благодаря свободе слова кто-то безнаказанно агитирует например за отказ от прививок эти минусители слюной изойдут кричать мол заткните их
",0.0,1.0
"Это паста фанатов из его группы вкудахте?
",1.0,1.0
"Сначала покраска 1 год в пяти фирмах, учился красить. 3 года красил мебельные фасады в своей говномалярке . Сейчас легче.",0.0,0.0
"Соколовский У этого татарчонка комплексы? Стыдится своей фамилии Сайбабталов?
",1.0,1.0
"Женская гигиена это прокладки, найс за правду минусят. тряпки в пизду пихали до 90ых
",1.0,0.0
"Тут же ещё вопрос качества тех прививок. Во всяком случае, мне почему-то так кажется.
",0.0,0.0
"Два чая. Русский значит стыдно, и лжец
",1.0,0.0
"Да не торопись ты так, бабуль
",0.0,1.0
"Боюсь представить сколько такая бандура соляры жгёт...
",1.0,1.0
"как машина времени в 90е отправила От ДС отъедь на 20 км или на несколько станций на электричке, и наслаждайся вживую.
",0.0,0.0
"Хуже того. Для жизни не пригодна, а содержать там инфраструктуру надо.
",0.0,0.0
"Джотаро ебальник напополам разрезали, Абдуля дезинтегрировало, в Какёине проделали дыру - как они могли после этого выжить?! Кто они такие, сука, чтоб это делать?! Тупой арт, как же он меня бесит!
",1.0,1.0
"Что-то не связал в единое: каратист - очкарик Пичужкин самка Эльцина (гори в аду тварь).
",1.0,0.0
"а откуда тогда рейтинг в 21к?
",0.0,0.0
"Керум да рожаш. Но меня не расстреляли)
",1.0,0.0
"Вот ещё есть карта из плана отработки шельфа Хатангского участка. ЦОлг-1 и Кос-1 это я так понимаю разведочная скважина Роснефти месторождения Центрально-Ольгинское. Кос-1 похоже тоже скважина, названа в честь мыса Косистый. Во всяком случае, на этой карте отмечены 3 точки, смотри ещё на севере Нор-48 и Нор-47. Там населенный пункт Нордвик
",0.0,0.0
"Я тоже в этой области работал, получил разряд по ультразвуку, но зарплата оставляла желать лучшего. А так ультразвук очень интересная вещь, жаль на фазированных решетках не поработал
",0.0,0.0
"Ну вполне можно прослушать 3-4 пункты, 5 вы услышали. А насчёт опоздавших - никто не обязан их разыскивать, это делается как правило только в отношении пассажиров с зарегистрированным багажом, ибо снимать его с борта куда геморройнее, чем попробовать поискать спящего в соседнем зале.
",0.0,0.0
"Но через некоторое время поняли, что не дописали, и решили довести дело до конца...
",0.0,0.0
"То-то столько Сколько? Пукаешь в воздух в попытке оправдать пидорашенскую пиздецовскую реальность - это просто смешно
",1.0,0.0
"Скорее Шлюхи есть? А если найду?
",1.0,0.0
"Бляблябля, я ж жрал. Буээээ
",1.0,1.0
"Европы и США Это ещё ладно, но ещё больше трудятся во всяких чуркистанах.
",1.0,0.0
"о. а ты сарказм не понимаешь, да? врага поспорить ищешь? мне это нахрен не упало.
",1.0,1.0
"ебать, , будто киселя сейчас прочитал, а это была всего лишь очередная пидораха
",1.0,0.0
"почему травить? Сразу вешать
",1.0,1.0
"В Киеве на вокзале Мен було рок в 19, коли мене перший раз мав в зад хлопець рок в п д 30. Я тод перш рази став заходити на вокзал Ки в-Пасажирський в туалети - де були каб ни з д рками написи на ст нах. Так як досв ду ще не було н якого, то як знайомиться не уявляв. Сам перший природно не п дходив. А видивлявся на написи. дрочив св й член стоячи в каб нц . Хлопець був у сус дн й каб нц , в н побачив це, хитнув мен головою, запрошуючи п ти з ним. А так як н кого б льше в той момент не було, а був уже веч р, над на щось нше не було -все ж п шов за ним. У мене вже тод з явилася молофья - я вже спускав. Так як трохи ран ше ще не було, при дрочц робив це до при много стану - коли просто ставало дуже добре - але з хуя н чого не вид лялося. А до цього мен вже к лька раз в смоктали член хлопц мужики, я спускав м в рот, знав як це при мно. Ми прийшли б ля вокзалу кудись в кущ . В н розстебнув мен мотню, д став м й член став дрочити. А в той час нав ть це - коли хтось чужий рукою просто всього лише дрочив мен - було все одно дуже при мно. забирало. Бо коли тоб дрочать чужою рукою в дитинств - це вже щось: в д цього балд ш дуже. В н, ймов рно, здогадуючись, що перед ним зовс м новачок не намагався нав ть мен св й дати в руку: Так в н мене зав в , а пот м попросив повернутися: Я запитав нав що, справд не розум ючи нав що - а в н сказав треба так. я як теля повернувся п дкоряючись команд дорослого. В н приспустив мен штани, труси приставив до дерева у якого ми стояли, трохи нагнувши мене. А сам встав ззаду. По звуках я зрозум в, що в н розст ба соб свою мотню д ста св й член. В н притулився до мо поп сво м хуем, в д чого я здригнувся, але в н взяв мене за м й член знову став дрочити. А ншою рукою водити по стегнах з внутр шньо сторони. П д ймаючись в д кол н до поп - це посилювало кайф в д дрочк , я мл в, в н це теж в дчував, вже спок йно став тертися сво м хуем мен по поп . Пот м в н перестав дрочити мен , я почув як в н послинив св й член мою д рочку приставив мен св й член, в дсунув мене в д дерева трохи, пригнув мене почав засовували член в мене. Я стояв нагнувшись, упершись руками в дерево, н живий, н мертвий - перший раз в житт хлопець в мене засовував св й хуй! Я боявся - як все буде, що буде з мною, як це. Мен пощастило, звичайно, для першого разу, що у нього був маленький тонкий хуй. Тому н яких проблем у нього з всуванням його хуя в мою св жу попку не було. Оск льки мен не було боляче або непри мно я стояв не с паючись. Чекаючи як що буде дал :. В н засунув св й член весь в мене. т льки коли в н встромив його до к нця - було в дчуття що в н у щось уперся. Але не боляче зовс м. треба сказати чесно, що було при мно в дчувати, коли яйця його доторкнулися до мо попки, до д рочки, коли весь член був уже всередин не .. Це при мне в дчуття, коли умоглядно уявля ш що в тебе чийсь член засунуть: Це було мабуть нав ть при мн ше н ж все нше - в дчувати його яйця б ля очка. Коли весь член вже там. коли в н пот м став й бати мене, я намагався щоб част ше яйця його впиралися в попу мен , нав ть нод насаджувався сам глибше на його член, до упору. Але показувати що мен щось при мно тод здавалося ще не зручним - б льший час я просто стояв обхопивши дерево руками, а в н вставляв член в мене. Хоча особливого кайфу я ще тод не в дчував - було в дчуття - що просто в мене встромляв хлопець св й член ходив там. Так в н мав мене, продовжуючи одночасно весь цей час одн ю рукою дрочить мен - п дтримуючи в мен бажання: - ось в д цього мен було при мно. Природно. Це був його розрахунок. Я досить швидко в д дрочк чужою рукою спустив, в дразу з скочив з його члена. Але в дчув що у мене щось липкою ззаду на стегнах: Що щось тече по стегнах з очка. ось це мене засмутило сильно. вбило - я здогадався зрозум в що в н спустив в мене. Запитав, - Ти що ск нчив у мене? в н сказав - так. запитав мене - а ти що перший раз це робив? я мало не плачучи в д образи сказав - що так, перший раз: поставив йому дурне питання - нав що ти в мене спустив? Я не припускав цього, думав що в н просто посует ться в мене св й хуй все, а тут мен стало не по соб : було огидно, - особливо п сля того як сам пустив, - що на мен чужа гидота , як тод сприймав чужу малофю . Та тим б льше на сво му т л . Але справа була зроблена: хлопця 19 рок в видрали в дупу! спустили сперму йому в очко! В струнку, пружну, н жну попочку з н жною д рочкою, засунувши в не перший раз член! У перший момент було огидно в д того що щось липке, спочатку тепле, ст кало по стегнах, а пот м застигло так: (а так як не готувався до цього, то витерти було н чим:) Тод було прикро, не за те що ви бав, а що не попередивши, спустив в мене. Так як тод сперма сприймалася як щось мерзенне, тим б льше на соб . Пот м згадував про це вже з та мним насолодою, нав ть бажанням, щоб це повторилося: я поб г швидко з цього м сця, скор ше в д нього, а липка р дина на стегнах весь час нагадувала, що мене т льки що ви бли в жопу. Слава Укра н !",1.0,0.0
